Nome,Marca,EAN,Preço sem desconto,Preço no pix,Valor do desconto,Porcentagem desconto,Preço com Desconto
"Rivaroxabana 20Mg Uniao Quimica, Caixa Com 30 Comprimidos Revestidos",União Química,7896006221081,206.13,206.13,129.86,63% ,76.26999999999998
Algestona Acetofenida 150mg + Enantato de Estradiol 10mg Solução Injetável 1mL Legrand Genérico,Não especificada,7891317445300,15.45,15.45,0.0,0% ,15.45
"Drospirenona 3mg + Etinilestradiol 0,03mg 21 comprimidos EMS Genérico",Legrand,7894916147118,54.93,54.93,23.62,43% ,31.31
Perola 75Mcg 84  Comprimidos Revestidos,Não especificada,7897337713399,126.31,126.31,22.74,18% ,103.57000000000001
Dioless 150mcg + 20mcg 21 Comprimidos,Supera,7899420506253,46.32,46.32,6.95,15% ,39.37
"Drospirenona 0,03mg + Etinilestradiol 3mg Genérico Nova Química 63 Comprimidos",Multilab,7895296378017,129.5,129.5,0.0,0% ,129.5
"Drospirenona 3mg + Etinilestradiol 0,02mg 72 comprimidos Legrand Genérico",Multilab,7895296351041,184.35,184.35,97.71,53% ,86.64
"Rivaroxabana 10mg Germed, Caixa Com 30 Comprimidos Revestidos",Germed Pharma,7896004779393,247.04,247.04,192.69,78% ,54.349999999999994
"Rivaroxabana 15mg Germed, Caixa Com 30 Comprimidos Revestidos",Germed Pharma,7896004759289,230.59,230.59,179.86,78% ,50.72999999999999
Rivaroxabana 20mg 30 Comprimidos EMS Genérico,Medley,7891058002152,173.39,173.39,100.57,58% ,72.82
Rivaxa Rivaroxabana 15mg 30 Comprimidos,Não especificada,7891317017712,45.77,45.77,0.0,0% ,45.77
"Acetato de Clormadinona + Etinilestradiol 2mg + 0,03mg E.M.S., Caixa Com 21 Comprimidos",Não especificada,7896004781761,39.69,39.69,11.11,28% ,28.58
Miranova 21 Drágeas,Não especificada,7896006201649,29.4,29.4,0.0,0% ,29.4
"Desogestrel 0,075mg 84 comprimidos Neo Química",Neo Química,7896714255026,87.27,87.27,0.0,0% ,87.27
"Rivaroxabana Neo Química 15mg, caixa com 15 comprimidos Neo Química",Neo Química,7896714290812,97.71,97.71,0.0,0% ,97.71
