"id","cfop","cfop_descr","cfop_descricao_movimento","cfop_ext","classificacao","descricao","grupo","operacao_saida_icms","origem_destino","sub_grupo","tipo","tipo_operacao","classificacao_adicional","modulo_de_compras","compras_transf","tipo_icms","custo"
"6252","6252","6252 | Venda de energia elétrica para estabelecimento industrial                                                 ","6252 | Venda de energia elétrica para estabelecimento industrial | Interestadual                                                    ","252",Energia elétrica,Venda de energia elétrica para estabelecimento industrial                                                 ,Saídas Ou Prestações De Serviços Para Outros Estados,Receita,Interestadual,Vendas De Energia Elétrica,Mercadoria,Saídas,Receita,Não,Não,Débito,Não
"6934","6934","6934 | Remessa simbólica de mercadoria depositada em armazém geral ou depósito fechado.","6934 | Remessa simbólica de mercadoria depositada em armazém geral ou depósito fechado | Interestadual","934",Outras saídas,Remessa simbólica de mercadoria depositada em armazém geral ou depósito fechado.,Saídas Ou Prestações De Serviços Para Outros Estados,"",Interestadual,Outras Saídas De Mercadorias Ou Prestações De Serviços,Mercadoria,Saídas,"",Não,Não,Débito,Não
"1652","1652","1652 | Compra de combustível ou lubrificante para comercialização                                                ","1652 | Compra de combustível ou lubrificante para comercialização | Dentro do estado                                                ","652",Combustível,Compra de combustível ou lubrificante para comercialização                                                ,Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,"Entradas de combustíveis, derivados ou não de petróleo e lubrificantes",Mercadoria,Entradas,"",Sim,Compra,Crédito,Sim
"2408","2408","2408 | Transferência para industrialização ou produção rural em operação com mercadoria sujeita ao regime de substituição tributária     ","2408 | Transferência para industrialização ou produção rural em operação com mercadoria sujeita ao regime de substituição tributária | Interestadual        ","408",Transferência - insumo - com ST,Transferência para industrialização ou produção rural em operação com mercadoria sujeita ao regime de substituição tributária     ,Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,Entradas De Mercadorias Sujeitas Ao Regime De Substituição Tributária,Mercadoria,Entradas,Transferência insumo,Sim,Transferência,Crédito,Não
"5103","5103","5103 | Venda de produção do estabelecimento, efetuada fora do estabelecimento                                    ","5103 | Venda de produção do estabelecimento, efetuada fora do estabelecimento | Dentro do estado                                    ","103",Venda de produção fora do estabelecimento,"Venda de produção do estabelecimento, efetuada fora do estabelecimento                                    ",Saídas Ou Prestações De Serviços Para O Estado,Receita,Dentro do estado,Vendas De Produção Própria Ou De Terceiros,Mercadoria,Saídas,Receita,Não,Não,Débito,Não
"5606","5606","5606 | Utilização de saldo credor de ICMS para extinção por compensação de débitos fiscais                       ","5606 | Utilização de saldo credor de ICMS para extinção por compensação de débitos fiscais | Dentro do estado                       ","606",Crédito de ICMS,Utilização de saldo credor de ICMS para extinção por compensação de débitos fiscais                       ,Saídas Ou Prestações De Serviços Para O Estado,Outras,Dentro do estado,Créditos E Ressarcimentos De Icms,Mercadoria,Saídas,"",Não,Não,Débito,Não
"6253","6253","6253 | Venda de energia elétrica para estabelecimento comercial                                                  ","6253 | Venda de energia elétrica para estabelecimento comercial | Interestadual                                                     ","253",Energia elétrica,Venda de energia elétrica para estabelecimento comercial                                                  ,Saídas Ou Prestações De Serviços Para Outros Estados,Receita,Interestadual,Vendas De Energia Elétrica,Mercadoria,Saídas,Receita,Não,Não,Débito,Não
"6949","6949","6949 | Outra saída de mercadoria ou prestação de serviço não especificado                                        ","6949 | Outra saída de mercadoria ou prestação de serviço não especificado | Interestadual                                           ","949",Outras saídas,Outra saída de mercadoria ou prestação de serviço não especificado                                        ,Saídas Ou Prestações De Serviços Para Outros Estados,Outras,Interestadual,Outras Saídas De Mercadorias Ou Prestações De Serviços,Mercadoria,Saídas,"",Não,Não,Débito,Não
"1653","1653","1653 | Compra de combustível ou lubrificante por consumidor ou usuário final                                     ","1653 | Compra de combustível ou lubrificante por consumidor ou usuário final | Dentro do estado                                     ","653",Combustível,Compra de combustível ou lubrificante por consumidor ou usuário final                                     ,Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,"Entradas de combustíveis, derivados ou não de petróleo e lubrificantes",Mercadoria,Entradas,"",Sim,Compra,Crédito,Não
"2409","2409","2409 | Transferência para comercialização em operação com mercadoria sujeita ao regime de substituição tributária           ","2409 | Transferência para comercialização em operação com mercadoria sujeita ao regime de substituição tributária | Interestadual              ","409",Transferência - revenda - com ST,Transferência para comercialização em operação com mercadoria sujeita ao regime de substituição tributária           ,Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,Entradas De Mercadorias Sujeitas Ao Regime De Substituição Tributária,Mercadoria,Entradas,Transferência produto acabado,Sim,Transferência,Crédito,Não
"5104","5104","5104 | Venda de mercadoria adquirida ou recebida de terceiros, efetuada fora do estabelecimento                  ","5104 | Venda de mercadoria adquirida ou recebida de terceiros, efetuada fora do estabelecimento | Dentro do estado                  ","104",Revenda fora do estabelecimento,"Venda de mercadoria adquirida ou recebida de terceiros, efetuada fora do estabelecimento                  ",Saídas Ou Prestações De Serviços Para O Estado,Receita,Dentro do estado,Vendas De Produção Própria Ou De Terceiros,Mercadoria,Saídas,Receita,Não,Não,Débito,Sim
"5651","5651","5651 | Venda de combustíveis ou lubrificantes de produção do estabelecimento destinado à industrialização subsequente         ","5651 | Venda de combustíveis ou lubrificantes de produção do estabelecimento destinado à industrialização subsequente | Dentro do estado          ","651",Combustível,Venda de combustíveis ou lubrificantes de produção do estabelecimento destinado à industrialização subsequente         ,Saídas Ou Prestações De Serviços Para O Estado,Receita,Dentro do estado,"Saídas de Combustíveis, derivados ou não de petróleo e lubrificantes",Mercadoria,Saídas,Receita,Não,Não,Débito,Não
"6254","6254","6254 | Venda de energia elétrica para estabelecimento prestador de serviço de transporte                         ","6254 | Venda de energia elétrica para estabelecimento prestador de serviço de transporte | Interestadual                            ","254",Energia elétrica,Venda de energia elétrica para estabelecimento prestador de serviço de transporte                         ,Saídas Ou Prestações De Serviços Para Outros Estados,Receita,Interestadual,Vendas De Energia Elétrica,Mercadoria,Saídas,Receita,Não,Não,Débito,Não
"7101","7101","7101 | Venda de produção do estabelecimento                                                                      ","7101 | Venda de produção do estabelecimento | Exportação                                                                            ","101",Venda de produção,Venda de produção do estabelecimento                                                                      ,Saídas Ou Prestações De Serviços Para O Exterior,Receita,Exportação,Vendas De Produção Própria Ou De Terceiros,Mercadoria,Saídas,Receita,Não,Não,Débito,Não
