"nf_key","_id","cnpj","branch_name","sped_competence","rown"
"35230809017661000528550980000008291292799136",a9beaaa8-43e6-4686-b708-1d7635e270d1,"09017661000528",TORRES COMERCIO DE CALCADOS - EIRELI,"08/2023",1
"35221109017661000609550010000516211087856164",a45bffa7-da34-4003-8f57-af15ae6a5544,"09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"11/2022",1
"35220709017661000609550010000431941043424386","0557e086-000b-43e2-8897-9863f7a6bfbb","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"07/2022",1
"35221209017661000609550010000565071104547871","0e39fb71-ab8e-412d-ae80-c13e70fa5d0b","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"12/2022",1
"35221109017661000609550010000530121063191283","39b77dc4-65f5-426e-b515-3f6d9c661936","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"11/2022",1
"35220809017661000609550010000436161020646387","4dbd7d82-9458-441c-9c2c-fb09ab8116f2","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"08/2022",1
"35220809017661000609550010000438991074080512","6b95081e-63a1-4139-9e75-7706ed0a4479","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"08/2022",1
"35221209017661000609550010000569551224351302","67984478-f5d1-4ea4-86ae-1aaecd465b47","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"12/2022",1
"35220809017661000609550010000447901075253023","076d062c-565e-40e8-a3e1-5b0b0d74d651","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"08/2022",1
"35230909017661000528550010000118981665908178","0c5bc205-6616-4763-ba4b-7bc3b3b29ef3","09017661000528",TORRES COMERCIO DE CALCADOS - EIRELI,"09/2023",1
"35221109017661000609550010000532531024784116",c5f1ddce-2448-4907-8aac-a36cd4e1c2e2,"09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"11/2022",1
"35221109017661000609550010000506791097922696",ab878c04-44c1-4283-ba10-12d4c7cc4874,"09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"11/2022",1
